Gene	Length
Gm45488	371
Gm6011	1796
Gm6303	471
Gm45657	1349
Gm45658	580
Gm45659	564
Gm24591	112
Gm19855	249
Gm37972	379
Gm26241	101
Gm26089	107
Gm9908	448
Fat1	15655
Gm2366	3982
AY512931	2395
Mtnr1a	2051
Gm30504	2462
Gm6329	936
F11	2240
Klkb1	5249
Gm45753	2753
Cyp4v3	3808
Fam149a	5954
Tlr3	5207
Gm45542	438
Sorbs2	28634
Gm45458	522
Gm16351	491
Gm23604	137
Sorbs2os	2474
Gm45457	3089
Gm25309	126
Pdlim3	5147
Gm45512	1553
Ccdc110	2656
Gm15878	306
1700029J07Rik	3006
Ufsp2	4407
Ankrd37	1539
Lrp2bp	4338
Snx25	4440
Gm23030	273
Cfap97	5157
Gm15634	492
Gm45693	1157
Slc25a4	2353
Actg-ps1	1124
Gm23812	84
Gm10313	1002
Gm24669	97
Gm8575	521
Helt	2012
Gm39168	1423
Gm45255	811
Gm30931	1558
Gm45253	2076
Gm45245	376
Acsl1	10483
Gm45244	2200
Cenpu	3999
Primpol	6411
Gm45607	678
Casp3	3357
Gm16675	3486
Irf2	7396
Gm45479	802
Gm31172	321
Gm45481	877
1700011L03Rik	608
Enpp6	6412
Gm45600	234
4930579M01Rik	933
E330018M18Rik	1383
Stox2	18735
Gm45537	2708
Gm22857	134
Trappc11	6482
Rwdd4a	3352
Gm45576	1322
Gm27409	80
Gm45575	548
Gm8623	436
Ing2	3019
AA386476	2407
Cdkn2aip	3924
E030037K01Rik	1756
n-R5s96	124
Gm31786	1082
Gm45824	1004
Gm45864	1019
1700061N14Rik	463
Cldn24	663
Wwc2	13784
Cldn22	995
n-R5s97	113
Gm32052	799
Gm2607	627
Dctd	3409
Tenm3	10237
Gm32842	738
Gm45772	240
Gm19744	5822
Gm25830	132
Gm45830	344
Gm45829	334
Gm45832	1443
4930555F03Rik	5154
Gm45577	2287
Gm45697	2876
Gm45696	985
Gm45321	3321
Gm45322	1361
Gm45323	413
Gm45324	5638
Gm45341	1104
Gm45455	744
Gm2516	954
Gm45259	1006
Gm23986	63
C130073E24Rik	19000
Gm45386	218
Gm32975	584
Gm8679	1036
Gm17911	877
Gm6458	635
Gm45389	3399
Gm44387	145
Gm24929	139
Gm45388	1523
Gm9892	992
Gm6463	966
Gm25813	191
1190028D05Rik	763
Gm45673	358
Gm9685	538
Gm23666	116
Gm45554	3259
Gm27964	62
Gm22841	62
Aga	2321
Neil3	5555
Gm19921	703
Vegfc	2449
Gm45553	507
Spcs3	3466
Asb5	2262
5330439A09Rik	1117
Spata4	1057
Wdr17	6571
Gm15758	706
n-R5s98	119
Gpm6a	3215
Gm45263	1375
Gm45265	2497
Gm45264	3995
Gm45262	1463
A230085B16Rik	1856
9330121K16Rik	3886
Gm8734	1312
Gm20586	547
Gm18320	595
Gm45610	784
Adam29	2726
Glra3	9208
Gm7351	580
Gm45366	384
Hpgd	1683
Gm45540	3606
Gm7419	925
4930518J21Rik	573
Gm24375	132
Cep44	6096
Fbxo8	5476
Gm2767	473
Gm25992	109
Gm6503	2225
Gm33501	1501
Gm7328	2225
Hand2os1	12840
Gm17994	533
Hand2	2351
Gm34030	1324
5033428I22Rik	10945
Gm34099	704
Scrg1	700
Sap30	1178
2500002B13Rik	2712
Hmgb2	3003
Gm6012	730
Galnt7	5253
Gm25379	114
Gm10284	1005
Gm45534	2339
Gm45360	1405
Gm19269	804
Gm45358	2305
4930412F12Rik	1471
AW046200	3082
Gm45359	427
Gm45644	2740
Gm45356	823
Galntl6	7414
Gm45633	3253
Gm45635	2134
Gm15882	855
Gm45634	1990
Gm45636	1064
Gm15881	942
BC030500	1769
Gm7499	813
Gm5740	1857
Gm34370	1410
Gm24847	108
4930470O06Rik	662
Gm26164	104
Gm34623	977
Gm10283	354
Aadat	2178
Gm34730	4077
Mfap3l	6837
Gm45650	2169
Gm45651	335
Stambp-ps2	1208
Gm23329	108
Gm45485	357
Hpf1	4612
Clcn3	17071
B230317F23Rik	2472
Nek1	7886
Gm45484	1141
Gm45809	3894
Gm45483	1682
Gm16179	373
Gm16178	677
Sh3rf1	7426
1700001D01Rik	565
Gm10015	465
Gm7432	879
Cbr4	6259
Palld	10292
Gm18066	1774
4930512H18Rik	1611
Gm45418	649
Ddx60	8684
Anxa10	2292
Gm2961	772
Hspd1-ps2	1697
Gm2975	820
Gm7561	886
Gm45460	1038
Gm45459	442
Gm45462	792
Gm22324	114
Spock3	6046
Gm45461	4535
Gm45516	4182
Gm24236	134
Gm45517	2468
Gm18645	775
Gm35368	1244
Gm45589	1325
Gm5350	1002
Gm24580	131
Sgo2b	3817
Gm35713	199
Gm45513	376
Tll1	7758
Gm22586	122
Gm35521	440
Mir710	110
Cpe	2609
Gm45518	2583
Msmo1	6144
Klhl2	9247
Gm10997	1500
Gm45345	555
Gm45405	609
Gm26210	91
Gm32507	437
Gm45242	2129
Tmem192	1750
Trim75	3486
Trim60	2670
Trim61	1980
Gm45886	342
Gm45448	209
Apela	1004
Gm10663	66
Smim31	1507
Gm45445	232
Gm48810	454
Gm24333	84
Gm7619	1282
Gm45249	348
Gm7624	435
Gm25403	143
March1	7146
Gm23515	107
Gm15355	285
Gm26123	135
Gm24205	107
Gm15354	1772
Gm15356	2741
Tma16	7641
Gm32568	1421
Tktl2	5564
Gm16330	297
Npy5r	2555
Npy1r	3454
Gm45911	601
LOC665443	796
Naf1	3094
Gm39185	540
Gm25275	129
Gm7639	484
Gm45827	311
Gm24274	124
Gm24677	150
Gm45880	853
Gm10660	1203
Nat1	1442
Nat2	1522
Gm9755	1356
Nat3	1395
Gm36247	285
Gm44391	93
Psd3	17632
Gm15991	4148
Gm22018	131
Sh2d4a	2723
Gm45739	388
Gm19170	1084
Csgalnact1	5093
1700125H03Rik	785
Gm15656	615
Gm15654	300
Ints10	6885
Gm15549	622
Lpl	10478
Gm45780	224
Gm33103	527
Slc18a1	5401
Gm15716	404
Atp6v1b2	5305
Lzts1	6802
Zfp930	5216
Gm33178	257
Gm7684	829
D130040H23Rik	4494
Gm7688	337
Gm10033	10690
Gm25661	296
Gm45848	1871
Gm9495	2512
Gm45850	338
Gm43263	560
Gm7697	2507
Rps7-ps1	391
Gm3365	1480
Zfp868	2893
Zfp964	7601
Zfp869	8031
Zfp963	2299
Gm20422	1358
Zfp866	5601
Atp13a1	6273
Gmip	5552
Lpar2	6317
Pbx4	2217
Cilp2	4314
Yjefn3	880
Ndufa13	1251
Tssk6	1335
Gatad2a	5589
Gm7730	454
Mau2	9131
Sugp1	6109
Tm6sf2	1901
Hapln4	3924
Ncan	7195
Mir7066	63
Gm25906	126
Rfxank	3967
Nr2c2ap	1627
Borcs8	1468
Mef2b	1404
Tmem161a	3673
Slc25a42	5996
Armc6	3262
Sugp2	14428
Homer3	3440
Ddx49	2928
Cope	3353
Cers1	3171
Gdf1	1349
Upf1	4618
Comp	2967
Crtc1	11182
Klhl26	3195
Tmem59l	1663
1700020G03Rik	889
Crlf1	1644
Rex1bd	1822
Uba52	1498
Kxd1	3176
Fkbp8	4529
Ell	3108
Isyna1	2436
Ssbp4	3164
Gm45546	2394
Lrrc25	2039
Gdf15	1852
Pgpep1	5319
Lsm4	1038
Jund	1668
Gm11175	877
Iqcn	4584
Gm3336	1151
Pde4c	5592
Rab3a	2226
Mpv17l2	1322
Ifi30	981
6330537M06Rik	1642
Pik3r2	4176
2010320M18Rik	1009
Mast3	5955
Mir7240	58
Il12rb1	4105
Arrdc2	3232
Kcnn1	4587
A230052G05Rik	2302
Ccdc124	1696
Slc5a5	2928
Rpl18a	1739
Mir7067	63
Snora68	131
Map1s	7963
Mir1969	94
Gm10654	1633
1700026F02Rik	1679
Gm35256	3269
Gm27628	107
Aprt-ps	505
Haus8	5278
Myo9b	7496
Use1	2203
Ocel1	7133
Nr2f6	2983
Ushbp1	6461
Babam1	2406
Ankle1	2558
Abhd8	4079
Mrpl34	607
Dda1	2846
Ano8	6847
Gtpbp3	3984
Plvap	1987
Ccdc194	1820
Gm7850	712
Bst2	903
Mvb12a	3077
Tmem221	1604
Nxnl1	2730
Slc27a1	5835
Pgls	3770
Fam129c	3560
Colgalt1	4326
Unc13a	12623
Mir6769b	60
Jak3	5352
Insl3	623
B3gnt3	3055
Gm45756	407
Gm18860	764
Fcho1	4467
Gm35572	2310
Gm29705	474
Gm5373	3613
Vmn2r-ps91	784
Zfp709	7954
Zfp882	3569
Zfp617	3024
Ccnb2-ps	2296
Zfp961	4334
Gm45694	3251
Cyp4f18	1855
Gm45734	411
Gm18924	316
Gm25052	158
Olfr372	3542
Gm45544	88
Gm45735	319
Olfr373	4208
Gm45543	88
Olfr374	8846
Gm24747	87
Tpm4	4269
Gm26586	1745
Gm16091	963
Rab8a	4678
Hsh2d	1824
Cib3	2087
Gm11034	90
Fam32a	4409
Ap1m1	3184
Gm39197	457
Gm10282	1151
Klf2	1847
Eps15l1	6739
Gm45779	4064
Calr3	1962
Gm3835	403
1700030K09Rik	2970
Cherp	4621
Mir7068	74
Slc35e1	4470
Gm17435	4885
Med26	2997
Gm18646	1063
Gm35857	178
Gm28019	101
Smim7	3266
Tmem38a	2142
Nwd1	12067
Gm26237	125
Sin3b	7354
F2rl3	1995
Gm45705	2134
Gm45706	2136
Gm45704	403
Gm45791	352
Large1	7976
Mir28b	80
Gm22532	140
Gm7943	1034
Gm23255	110
Crry-ps	1309
Gm7948	844
Gm45821	1757
Gm27864	190
Gm11033	3721
Isx	1793
Hmgxb4	5227
Gm45822	259
Tom1	2499
Gm45820	362
Gm2059	287
Hmox1	1751
Mcm5	3993
Gm45899	1276
Gm45903	2898
Rasd2	3176
Gm9644	1183
Gm45907	193
Umpk-ps	827
Gm7984	538
Gm19885	343
Gm10358	1250
Iqcm	2183
Gm38270	407
Gm7901	1597
Gm45740	2003
Gm45741	152
Gm22544	127
Gm45742	433
Gm22509	107
Gm45798	511
Gm7069	1008
Gm7990	593
Gm10649	4038
Gm27355	128
Gm5353	793
Nr3c2	6474
Gm24838	130
Gm23260	172
Arhgap10	3084
Gm45406	1637
4933421D24Rik	1286
Gm45285	749
Gm45407	3676
0610038B21Rik	3071
Prmt9	5679
Gm23468	108
Gm45286	1350
Tmem184c	2723
4933431K23Rik	5337
1700092C02Rik	359
Gm45714	2722
Ednra	5476
Gm23981	106
Gm29895	5652
Gm45288	151
Gm45574	331
Ttc29	3541
Pou4f2	3204
Gm2225	377
Rbmxl1	1695
Slc10a7	9442
Gm2253	414
Gm47209	1458
Gm45446	216
Lsm6	4076
Gm8054	483
Gm45326	721
Gm39204	1307
Gm22044	107
Zfp827	11762
1700011L22Rik	1026
Gm30329	3077
Mmaa	6023
Gm4890	3784
Smad1	6262
Gm45601	6753
Gm39288	446
Gm45602	1335
Gm8077	1024
Gm8079	975
Otud4	8096
Tpd52-ps	523
Abce1	6004
Gm27006	943
Anapc10	4837
Gm45435	475
Gm45434	293
Gm45433	247
Gm45432	416
Hhip	9076
Gm27820	175
Gm33096	493
Gm5909	1281
Gm45431	588
Gm45430	260
Gypa	1848
4930505O20Rik	1758
Frem3	6384
Smarca5	7777
Gm45872	1584
Gab1	5082
Gm7997	980
Gm31105	687
Gm27048	4627
Gm4891	912
Usp38	5736
Gm9725	2860
Gm45538	1061
Gm4899	719
Gm45539	428
Gm5354	973
Inpp4b	13066
4930579O11Rik	718
Gm17169	351
Gm17072	658
Gm25267	63
Gm9520	1253
Gm38590	1952
Il15	2261
Gm25138	136
Gm8167	958
Gm9655	1284
Zfp330	5686
Gm31545	1219
Rnf150	17242
Gm18212	889
Gm45449	1960
Gm10645	1090
Tbc1d9	5887
Gm17999	542
Ucp1	1636
Elmod2	11138
Mgat4d	2116
Gm15660	478
Clgn	4025
Scoc	4279
Gm5910	1746
Gm33242	1057
Olfr370	4600
Gm18000	800
Ndufb7	4522
Tecr	2505
D830024N08Rik	2899
Gm45823	515
Gm18001	688
Dnajb1	3204
Gipc1	1729
Pkn1	10612
Ptger1	5459
Ddx39	5155
Adgre5	3757
Mir1668	107
Gm45778	153
Gm22024	287
Adgrl1	8587
Gm44450	114
Gm44330	143
Gm10644	2936
Asf1b	2338
Prkaca	2488
Samd1	2564
1700067K01Rik	1957
Mir8111	137
Misp3	1413
Mir1199	119
Palm3	3612
Il27ra	3495
Rln3	634
Gm10643	1577
C330011M18Rik	1849
Rfx1	6431
Mir709	88
Dcaf15	2372
Podnl1	3549
Cc2d1a	3710
4930432K21Rik	2406
Gm25110	121
Nanos3	924
Mir181d	72
Mir181c	89
Gm26887	547
Gm37352	2181
Mir23a	75
Mir27a	87
Mir24-2	107
Mir3074-2	83
Gm26532	690
Zswim4	4625
D8Ertd738e	616
Mri1	3273
Ccdc130	2694
Gm45608	389
Cacna1a	12310
Gm23626	133
Gm16183	1193
Ier2	1524
Gm50464	433
Nacc1	4673
Trmt1	6306
Nfix	7351
Lyl1	2033
G430095P16Rik	721
Dand5	1825
Gadd45gip1	2494
Rad23a	2577
Calr	2880
1700122E12Rik	709
Farsa	4538
Mir7069	62
Syce2	1968
Gcdh	2754
Klf1	1530
Dnase2a	5389
Mast1	6459
Gm24197	109
Rtbdn	3393
Rnaseh2a	3509
Gm49661	339
Prdx2	3050
Junb	2301
Hook2	3978
Best2	2217
Asna1	1881
Trir	902
Tnpo2	6285
Gm25506	70
A230103J11Rik	2132
Fbxw9	3383
Mir7070	86
Gm5741	328
Dhps	2324
Wdr83	2818
Wdr83os	1031
Man2b1	8026
Zfp791	2946
Gm23388	57
Gm45317	223
Gm42031	1885
Gm45316	162
Cks1brt	2399
Olfr371	1162
Vps35	8899
Orc6	2469
Gm22336	107
Mylk3	4283
AA672651	489
4921524J17Rik	1679
Gm45594	241
1700051O22Rik	638
Gpt2	5643
Dnaja2	2975
Gm45424	3300
Gm45425	618
Neto2	6129
Mir8109	117
Itfg1	11045
Gm39214	1542
Phkb	7417
Gm16167	1065
Hm629797	2398
Gm23904	124
Gm24490	98
Abcc12	6651
Gm44348	122
Lonp2	5346
Gm16177	718
Gm22305	108
Siah1a	1968
Gm10638	3203
N4bp1	12189
2010110E17Rik	879
Gm27167	511
Fth-ps3	358
Gm27168	361
Gm24781	117
Rps13-ps1	538
Gm18602	851
Gm5118	2203
Gm27246	1240
Gm10637	3612
Gm27169	746
Gm27207	878
Gm27208	1405
4930535O05Rik	419
Gm19872	687
Gm2694	5744
Cbln1	3037
Gm27016	715
1700120C18Rik	985
4933402J07Rik	1304
Gm24841	357
Zfp423	5608
Gm2716	643
AC127285.1	1187
Cnep1r1	3563
Heatr3	4497
Gm9988	435
Mir7071	69
9430002A10Rik	475
Tent4b	4937
Adcy7	6733
Brd7	5244
Gm45497	740
Nkd1	4558
Gm45496	2917
Snx20	6439
Nod2	5014
Cyld	12576
Gm17995	530
Gm17910	838
Rps6-ps2	747
Gm45504	2107
Mir8110	97
Sall1	5265
Gm6625	272
Gm5356	615
Gm26331	107
Gm24212	132
Tox3	3356
Gm45639	710
Gm45638	2878
Gm35850	6322
Gm35963	1425
Gm44382	122
Gm19935	979
Chd9	23148
Gm45641	452
Gm45640	1896
Gm45643	1484
Gm6658	1885
Gm45363	1294
Gm22428	132
Rbl2	7558
Aktip	7040
Gm45464	2844
Gm45665	168
Gm8489	1152
Gm45666	277
Gm23408	265
Gm36243	610
Rpgrip1l	14688
Gm45662	2098
Gm45428	1789
Fto	13031
Gm45427	1253
4831440D22Rik	2929
Gm45292	2207
Gm45289	2577
Gm45290	3890
Gm45294	2102
Gm3235	695
Gm45293	1812
Gm45295	1046
Gm9619	762
Gm2875	360
Gm36325	2885
Gm36380	4379
Irx3	2762
Irx3os	3725
Gm28511	450
Gm28515	2530
Gm36670	1739
Gm36843	627
Gm28516	663
Gm24254	104
Gm45332	1949
Gm45335	401
Gm45334	1227
Crnde	2017
Gm21817	2583
Irx5	3127
Gm45336	3230
Irx6	3370
Gm45505	948
Gm3272	1229
Mmp2	3371
Gm45472	1426
Lpcat2	3388
Capns2	1005
Gm22151	58
Slc6a2	6290
Gm45463	1485
Ces1a	2248
Ces1b	1964
Ces1c	2323
Gm45910	1003
Ces1d	2369
Gm45909	1031
Ces1e	2189
Gm45727	572
Ces1f	3285
Ces1g	2388
Ces1h	1870
Gm45765	2030
Gm45764	571
Gm30132	9104
Gm45766	478
AC162945.1	344
Ces5a	2850
Gm45708	2868
Gm26843	2859
Gm30606	847
Gm45786	2278
4930488L21Rik	6259
Gnao1	11053
Gm24159	102
Amfr	4132
Nudt21	5350
Ogfod1	5846
Gm45873	1915
Bbs2	3311
Mt4	398
Mt3	1066
Gm45774	2665
Mt2	588
Mt1	1246
Gm39228	301
Nup93	4257
Rpl10-ps5	642
Gm45804	3435
C78859	5943
Mir138-2	71
Slc12a3	11119
Gm15889	2446
Gm15890	770
Herpud1	2333
Ap3s1-ps2	579
9330175E14Rik	5938
Nlrc5	8493
Mir7072	60
Cpne2	3200
Fam192a	3769
Rspry1	13211
Gm45797	1921
Arl2bp	2802
Pllp	2083
Gm45767	4561
Gm22846	270
Ccl22	2325
Gnb1-ps3	950
Cx3cl1	3930
Ccl17	514
Ciapin1	9212
Gm7418	801
Coq9	3055
Polr2c	5256
Dok4	3054
Ccdc102a	2504
Adgrg5	3137
Gm10286	5078
Adgrg1	5421
Adgrg3	6905
Gm45757	1480
Drc7	2988
Katnb1	6085
Gm45758	1006
Kifc3	5298
Gm31224	513
Gm45812	192
Gm31036	521
Cngb1	9355
Tepp	1592
Zfp319	7232
Usb1	2803
Mmp15	5397
Cfap20	4451
Csnk2a2	9565
Gm45854	3488
Gm45853	3171
4933406B17Rik	4333
Ccdc113	1288
1700112L15Rik	510
Prss54	1994
Gm5912	1438
Gm31518	3207
Gm45702	644
Gins3	2709
Gm6013	699
Ndrg4	4893
Setd6	1903
Cnot1	17169
Gm26493	136
Mir7073	64
Gm26265	135
Gm45762	2619
4930513N10Rik	4342
Gm31659	547
Sap18b	789
Gm31805	4031
Slc38a7	4144
Got2	4824
Gm45760	1782
Gm45895	1697
Gm8637	1085
Gm32005	959
Gm22780	132
Gm32122	2259
1700047G07Rik	902
Gm24132	91
Gm45703	891
Gm5131	1238
Gm45788	598
Gm25160	102
Gm26399	110
Gm45247	309
Gm5913	1399
Gm7191	990
Gm39231	501
Gm45246	367
Gm17997	840
Gm7192	1137
Gm23494	126
Gm29817	172
Gm15679	1936
Cdh8	7740
Gm45297	3483
Gm24693	107
Gm15681	2704
Gm15680	465
A330008L17Rik	5730
Gm8688	969
Gm19232	652
Impdh2-ps	1545
Gm5742	505
Gm45296	205
Gm5361	1498
Gm39232	1012
Gm22223	125
Gm24602	63
Gm45422	246
Cdh11	8904
Gm45257	3998
9430099M06Rik	742
Gm26301	95
Gm45258	853
Gm8730	954
Gm45391	576
Gm32531	373
1600027J07Rik	489
Gm45277	1695
4933400L20Rik	997
Gm8748	587
Gm29682	1251
Cdh5	4203
Gm45663	1632
Bean1	3494
Gm10631	494
Gm45892	273
Gm45887	2998
Gm45750	354
Tk2	3571
Cklf	6124
Cmtm2a	1272
Gm45711	1660
Cmtm1	2218
Gm45710	215
Gm11020	186
Cmtm2b	880
Gm45878	241
Cmtm3	2986
Cmtm4	7734
Gm45877	564
Dync1li2	6027
Gm45731	1203
K230015D01Rik	1516
Terb1	3749
Gm22148	107
Nae1	8201
Car7	3637
Gm45843	4955
Pdp2	5692
Cdh16	3792
Rrad	1577
Gm33023	1681
Ciao2b	1076
1700082M22Rik	2210
Gm7208	1931
Gm5159	1697
Gm44328	75
AC156564.1	244
9230110F11Rik	1511
Ces2a	2359
Gm6831	1801
Gm45782	366
4932416K20Rik	4125
Ces2b	3408
Matr3-ps2	1996
Ces2c	2298
Ces2d-ps	1656
Gm8798	3410
Ces2e	2699
AC166833.1	653
Ces2f	4925
Ces2g	3574
Gm5743	1660
Ces2h	2445
Gm45725	337
Ces3a	2627
Gm45724	420
Ces3b	2565
Gm8804	798
Ces4a	2433
Gm3830	1715
Cbfb	3480
Gm22063	107
Gm24629	89
D230025D16Rik	4704
B3gnt9	2516
Tradd	1866
Fbxl8	2103
Hsf4	1753
Nol3	3176
4931428F04Rik	4045
Gm20163	1218
Exoc3l	3693
E2f4	2452
Elmo3	3485
Gm27320	109
Mir328	97
Lrrc29	3958
Tmem208	1511
Fhod1	4666
Slc9a5	5240
Plekhg4	5478
Kctd19	3048
Lrrc36	2549
Tppp3	1848
Zdhhc1	4219
Gm8838	541
Hsd11b2	1840
Atp6v0d1	1793
Gm38250	1108
Agrp	1013
Gm45855	880
Ripor1	4108
Mir1966	108
Gm5914	510
Gm38384	1122
Ctcf	4860
Gm5915	454
Carmil2	5487
Acd	3625
Pard6a	1582
Enkd1	3659
4933405L10Rik	1487
Gfod2	4608
Ranbp10	6313
Tsnaxip1	2227
Cenpt	3646
Thap11	1819
4930578M07Rik	1120
Nutf2	2034
Edc4	5497
Nrn1l	617
Pskh1	3255
Ctrl	1156
Gm16156	713
Psmb10	1705
Lcat	1342
Slc12a4	4279
Mir7074	63
Gm45752	3186
Dpep3	1698
Dpep2	4540
Gm22972	131
Dus2	3367
Dpep2nb	1097
Ddx28	2262
Nfatc3	11726
Gm27956	260
Esrp2	4340
1810019D21Rik	1551
Pla2g15	3013
Slc7a6	4570
Slc7a6os	4220
Prmt7	6125
Smpd3	5232
Gm10629	2014
Zfp90	7823
6030452D12Rik	3000
Cdh3	4384
Gm10073	342
1110028F18Rik	1341
Cdh1	4574
Tango6	7043
Has3	6380
Chtf8	3036
Gm50241	2786
Utp4	3451
Rpl10-ps2	645
Sntb2	10350
Gm22085	110
Gm16208	471
Vps4a	2522
Gm16209	627
Pdf	1704
Cog8	4637
Nip7	3130
Tmed6	871
Terf2	4597
Mir7075	82
C630050I24Rik	783
Cyb5b	4374
Rps18-ps3	456
Nfat5	18378
Nqo1	1553
Nob1	3486
Wwp2	8871
Rps26-ps1	449
Gm45900	409
Mir140	70
Psmd7	2261
Gm8940	219
Gm23646	101
Gm22825	101
5033426E14Rik	783
Zfhx3	20976
Gm39244	2797
Lncbate1	812
Gm38042	5208
Gm38318	1706
Gm20686	535
Mir3108	79
D030068K23Rik	7540
Gm1943	174
Gm23163	101
Pmfbp1	3593
Dhx38	4967
Txnl4b	1892
Hp	1606
Dhodh	6326
Pkd1l3	7061
Ist1	7006
Zfp821	6649
Atxn1l	7526
Ap1g1	7681
Snord71	85
Gm25321	102
Gm17344	1643
Phlpp2	8449
Gm16349	394
Marveld3	3284
Gm45795	400
Tat	2405
Gm45888	1229
Chst4	2282
8030455M16Rik	902
Zfp612	6083
Gm17720	27
Tle7	1847
Calb2	1743
Cmtr2	4115
Gm26832	1282
Hydin	18037
Gm23627	107
Gm22701	291
Gm47306	60
Gm44489	97
Vac14	6960
Mtss2	5311
Il34	1959
Gm15894	2067
Gm15895	731
Sf3b3	10919
Snord111	89
Gm22193	76
Cog4	4053
Fcsk	6255
St3gal2	5041
Gm26132	148
AC132945.1	93
Ddx19a	2957
Ddx19b	6742
Mir3473d	81
Aars	9282
Gm24103	77
Exosc6	1326
Clec18a	3650
AC093451.1	336
Pdpr	5028
9430091E24Rik	1211
Glg1	7090
Gm23193	82
Rfwd3	6937
Mlkl	2303
Gm45712	335
Fa2h	3008
Gm24793	132
Wdr59	8859
Mir1957b	123
Znrf1	7018
Ldhd	5328
Zfp1	2040
Ctrb1	878
Mir7076	74
Bcar1	4547
Cfdp1	1178
Tmem170	3878
Gm23853	104
Chst5	2182
Tmem231	5372
Gabarapl2	2325
Adat1	4399
Kars	4464
Terf2ip	4958
Gm6793	1056
Gm22827	107
Gm3635	354
Gm26994	1571
Cntnap4	6281
Gm22664	105
Gm45904	2330
Gm10280	2006
Gm25766	131
Gm24291	162
Mon1b	5120
Syce1l	1164
Gm45789	364
Gm30052	913
Adamts18	10178
Nudt7	5618
Vat1l	5462
4933408N05Rik	1584
Clec3a	591
Wwox	10173
Gm16116	430
Gm16117	324
Gm16118	680
Gm22556	100
4930488N15Rik	1561
Gm23677	104
Maf	8241
Gm15655	440
Gm45733	437
4930422C21Rik	2362
1700018P08Rik	1239
Gm5357	1924
Dynlrb2	556
Cdyl2	2411
Gm10620	1332
Cmc2	2043
Cenpn	3294
Atmin	4877
1700030J22Rik	2996
Gcsh	1579
Pkd1l2	8301
Gm15395	702
Bco1	2543
Gm20694	404
Gan	13463
Cmip	6495
Mir7077	57
Mir7078	64
Plcg2	4298
Gm27361	55
Sdr42e1	2957
Gm31717	668
Gm38416	3780
Hsd17b2	1924
Gm45776	1522
Gm31774	1366
Mphosph6	2476
Gm10617	1172
Gm25200	130
Cdh13	11233
Gm45722	466
Gm24035	107
Gm45721	607
Gm45720	484
Gm22999	88
Hsbp1	1861
Gm45723	1783
Mlycd	2968
Osgin1	2674
Necab2	2096
Slc38a8	3499
Mbtps1	10539
Hsdl1	3235
Dnaaf1	2821
Taf1c	3490
Rps13-ps4	456
Adad2	1926
Kcng4	3806
Gm32352	688
Wfdc1	1539
Atp2c2	3222
Gm45747	999
Meak7	4132
Cotl1	1596
Klhl36	2339
Usp10	9559
Gm20388	3953
Crispld2	4777
Gm15684	1814
Zdhhc7	3677
Gm15898	627
A130014A01Rik	2323
Gm38379	1525
6430548M08Rik	6626
Fam92b	1395
A330074K22Rik	2489
Gse1	10351
Gm22715	91
Gm26971	1072
1700016A09Rik	835
Mir7687	59
Gins2	4097
Gm10614	2538
Gm45834	454
Gm26739	427
1190005I06Rik	1083
Gm27021	758
Gm26537	652
Emc8	6295
Cox4i1	1550
Gm33142	867
Gm24239	255
Gm18709	489
Irf8	7055
Gm26878	1644
Gm28324	264
Fendrr	3322
Foxf1	2415
Gm27530	98
Mthfsd	10586
Foxc2	2725
Foxl1	2705
Gm37609	678
5033426O07Rik	2799
Gm26815	3366
Gm26747	1716
Gm26784	410
1700018B08Rik	1294
Gm27045	1402
1700030M09Rik	1102
Fbxo31	5482
Gm17786	427
Map1lc3b	7517
Zcchc14	7780
Gm27030	464
Gm23299	79
Gm45833	2730
Jph3	4457
Klhdc4	3708
Gm20406	423
Gm24283	107
Gm42047	5647
Gm26812	805
9530085P06Rik	827
Slc7a5	3708
BC048644	5333
Car5a	1339
Gm37497	798
Gm27011	972
Banp	6632
Gm17709	1096
Mir7237	63
Zfp469	12777
Zfpm1	3503
Gm45353	252
Trhr2	1340
Gm20681	503
Zc3h18	9190
Il17c	719
Cyba	1039
Mvd	1859
Gm20735	1979
Snai3	1628
Rnf166	1985
Gm24366	86
Ctu2	5164
Piezo1	9935
Gm26497	107
Cdt1	3140
Aprt	1615
Galns	2650
Gm45857	356
Trappc2l	1950
Pabpn1l	1193
Mir6396	111
Cbfa2t3	8373
Gm15899	238
Gm10612	1681
C230057M02Rik	3556
A530010L16Rik	2345
Gm39271	434
Acsf3	3747
Gm45743	2795
Gm45893	247
Gm16378	342
Cdh15	3251
Gm45894	1748
Ankrd11	16580
Gm24445	107
2810013P06Rik	2137
Spg7	4518
Rpl13	2595
Snord68	86
Mir7079	69
Cpne7	5268
Mir7080	67
Sult5a1	4419
Gm4316	3533
Dpep1	2486
Chmp1a	3272
Rps12-ps9	399
Spata33	4303
Cdk10	4304
Spata2l	3591
Gm45842	753
4933417D19Rik	1229
Vps9d1	5153
Zfp276	5530
Fanca	8761
Spire2	2510
Tcf25	5390
Mc1r	3638
Gm38092	653
Tubb3	1868
Def8	4408
Gm25428	114
Afg3l1	4757
Dbndd1	2645
Gas8	4012
Gm22314	281
n-R5s100	119
n-R5s101	119
n-R5s102	119
n-R5s103	119
n-R5s104	119
n-R5s105	119
n-R5s106	119
n-R5s107	119
n-R5s108	119
n-R5s109	119
n-R5s110	119
n-R5s111	119
n-R5s112	119
n-R5s113	119
n-R5s114	119
n-R5s115	119
Gm25018	119
