"ID" "length" "ENSEMBL"
"8483" "Itch" 2572 "ENSMUSG00000027598"
"8484" "Itfg1" 1815 "ENSMUSG00000031703"
"8485" "Itfg2" 1320 "ENSMUSG00000001518"
"8486" "Itga1" 3511 "ENSMUSG00000042284"
"8487" "Itga10" 3471 "ENSMUSG00000090210"
"8488" "Itga11" 3537 "ENSMUSG00000032243"
"8489" "Itga2" 3507 "ENSMUSG00000015533"
"8490" "Itga2b" 3072 "ENSMUSG00000034664"
"8491" "Itga3" 3182 "ENSMUSG00000001507"
"8492" "Itga4" 3071 "ENSMUSG00000027009"
"8493" "Itga5" 3132 "ENSMUSG00000000555"
"8494" "Itga6" 3251 "ENSMUSG00000027111"
"8495" "Itga7" 3398 "ENSMUSG00000025348"
"8496" "Itga8" 3159 "ENSMUSG00000026768"
"8497" "Itga9" 3083 "ENSMUSG00000039115"
"8498" "Itgad" 3578 "ENSMUSG00000070369"
"8499" "Itgae" 3473 "ENSMUSG00000005947"
"8500" "Itgal" 3458 "ENSMUSG00000030830"
"8501" "Itgam" 3435 "ENSMUSG00000030786"
"8502" "Itgav" 3105 "ENSMUSG00000027087"
"8503" "Itgax" 3480 "ENSMUSG00000030789"
"8504" "Itgb1" 2382 "ENSMUSG00000025809"
"8505" "Itgb1bp1" 597 "ENSMUSG00000062352"
"8506" "Itgb1bp2" 1042 "ENSMUSG00000031312"
"8507" "Itgb2" 2298 "ENSMUSG00000000290"
"8508" "Itgb2l" 2202 "ENSMUSG00000000157"
"8509" "Itgb3" 2349 "ENSMUSG00000020689"
"8510" "Itgb3bp" 523 "ENSMUSG00000028549"
"8511" "Itgb3bp" 523 "ENSMUSG00000115904"
"8512" "Itgb4" 5370 "ENSMUSG00000020758"
"8513" "Itgb5" 2436 "ENSMUSG00000022817"
"8514" "Itgb6" 2349 "ENSMUSG00000026971"
"8515" "Itgb7" 2407 "ENSMUSG00000001281"
"8516" "Itgb8" 2290 "ENSMUSG00000025321"
"8517" "Itgbl1" 1474 "ENSMUSG00000032925"
"8518" "Itih1" 2714 "ENSMUSG00000006529"
"8519" "Itih2" 2832 "ENSMUSG00000037254"
"8520" "Itih3" 2648 "ENSMUSG00000006522"
"8521" "Itih4" 2806 "ENSMUSG00000021922"
"8522" "Itih5" 2845 "ENSMUSG00000025780"
"8523" "Itk" 1861 "ENSMUSG00000020395"
"8524" "Itln1" 935 "ENSMUSG00000038209"
"8525" "Itm2a" 786 "ENSMUSG00000031239"
"8526" "Itm2b" 795 "ENSMUSG00000022108"
"8527" "Itm2c" 804 "ENSMUSG00000026223"
"8528" "Itpa" 589 "ENSMUSG00000074797"
"8529" "Itpk1" 1250 "ENSMUSG00000057963"
"8530" "Itpka" 1373 "ENSMUSG00000027296"
"8531" "Itpkb" 2822 "ENSMUSG00000038855"
"8532" "Itpkc" 2030 "ENSMUSG00000003752"
"8533" "Itpr1" 8190 "ENSMUSG00000030102"
"8534" "Itpr2" 8049 "ENSMUSG00000030287"
"8535" "Itpr3" 7955 "ENSMUSG00000042644"
"8536" "Itprid1" 3092 "ENSMUSG00000037973"
"8537" "Itprid2" 3742 "ENSMUSG00000027007"
"8538" "Itprip" 1667 "ENSMUSG00000117975"
"8539" "Itpripl1" 1643 "ENSMUSG00000074825"
"8540" "Itpripl2" 1607 "ENSMUSG00000095115"
"8541" "Itsn1" 5107 "ENSMUSG00000022957"
"8542" "Itsn2" 5019 "ENSMUSG00000020640"
"8543" "Ivd" 1263 "ENSMUSG00000027332"
"8544" "Ivl" 1406 "ENSMUSG00000049128"
"8545" "Ivns1abp" 1916 "ENSMUSG00000023150"
"8546" "Iws1" 2287 "ENSMUSG00000024384"
"8547" "Iyd" 853 "ENSMUSG00000019762"
"8548" "Izumo1" 1185 "ENSMUSG00000064158"
"8549" "Izumo1r" 731 "ENSMUSG00000031933"
"8550" "Izumo2" 576 "ENSMUSG00000066500"
"8551" "Izumo3" 785 "ENSMUSG00000028533"
"8552" "Izumo4" 674 "ENSMUSG00000055862"
"8553" "Jade1" 2495 "ENSMUSG00000025764"
"8554" "Jade2" 2479 "ENSMUSG00000020387"
"8555" "Jade3" 2465 "ENSMUSG00000037315"
"8556" "Jag1" 3631 "ENSMUSG00000027276"
"8557" "Jag2" 3718 "ENSMUSG00000002799"
"8558" "Jagn1" 550 "ENSMUSG00000051256"
"8559" "Jak1" 3438 "ENSMUSG00000028530"
"8560" "Jak2" 3376 "ENSMUSG00000024789"
"8561" "Jak3" 3280 "ENSMUSG00000031805"
"8562" "Jakmip1" 1869 "ENSMUSG00000063646"
"8563" "Jakmip2" 2443 "ENSMUSG00000024502"
"8564" "Jam2" 887 "ENSMUSG00000053062"
"8565" "Jam3" 924 "ENSMUSG00000031990"
"8566" "Jaml" 1131 "ENSMUSG00000048534"
"8567" "Jarid2" 3687 "ENSMUSG00000038518"
"8568" "Jazf1" 727 "ENSMUSG00000063568"
"8569" "Jcad" 3960 "ENSMUSG00000033960"
"8570" "Jchain" 476 "ENSMUSG00000067149"
"8571" "Jdp2" 489 "ENSMUSG00000034271"
"8572" "Jhy" 2305 "ENSMUSG00000032023"
"8573" "Jkamp" 929 "ENSMUSG00000005078"
"8574" "Jmjd1c" 7567 "ENSMUSG00000037876"
"8575" "Jmjd1c" 7567 "ENSMUSG00000116315"
"8576" "Jmjd4" 1278 "ENSMUSG00000036819"
"8577" "Jmjd6" 1206 "ENSMUSG00000056962"
"8578" "Jmjd7" 943 "ENSMUSG00000098789"
"8579" "Jmjd8" 801 "ENSMUSG00000025736"
"8580" "Jmy" 2942 "ENSMUSG00000021690"
"8581" "Josd1" 605 "ENSMUSG00000022426"
"8582" "Josd2" 563 "ENSMUSG00000038695"
"8583" "Jph1" 1978 "ENSMUSG00000042686"
"8584" "Jph2" 2086 "ENSMUSG00000017817"
"8585" "Jph3" 2230 "ENSMUSG00000025318"
"8586" "Jph4" 1882 "ENSMUSG00000022208"
"8587" "Jpt1" 460 "ENSMUSG00000020737"
"8588" "Jpt2" 568 "ENSMUSG00000024165"
"8589" "Jrk" 1673 "ENSMUSG00000046380"
"8590" "Jrkl" 1571 "ENSMUSG00000079083"
"8591" "Jsrp1" 993 "ENSMUSG00000020216"
"8592" "Jtb" 436 "ENSMUSG00000027937"
"8593" "Jun" 1004 "ENSMUSG00000052684"
"8594" "Junb" 1034 "ENSMUSG00000052837"
"8595" "Jund" 1025 "ENSMUSG00000071076"
"8596" "Jund" 1025 "ENSMUSG00000110974"
"8597" "Jup" 2226 "ENSMUSG00000001552"
"8598" "Kalrn" 4931 "ENSMUSG00000061751"
"8599" "Kank1" 4072 "ENSMUSG00000032702"
"8600" "Kank2" 2521 "ENSMUSG00000032194"
"8601" "Kank3" 2366 "ENSMUSG00000042099"
"8602" "Kank4" 3042 "ENSMUSG00000035407"
"8603" "Kansl1" 3286 "ENSMUSG00000018412"
"8604" "Kansl1l" 2831 "ENSMUSG00000026004"
"8605" "Kansl2" 1452 "ENSMUSG00000022992"
"8606" "Kansl3" 2691 "ENSMUSG00000010453"
"8607" "Kap" 362 "ENSMUSG00000032758"
"8608" "Kars" 1861 "ENSMUSG00000031948"
"8609" "Kat14" 2330 "ENSMUSG00000027425"
"8610" "Kat2a" 2475 "ENSMUSG00000020918"
"8611" "Kat2b" 2424 "ENSMUSG00000000708"
"8612" "Kat5" 1528 "ENSMUSG00000024926"
"8613" "Kat6a" 5996 "ENSMUSG00000031540"
"8614" "Kat6b" 5276 "ENSMUSG00000021767"
"8615" "Kat7" 1821 "ENSMUSG00000038909"
"8616" "Kat8" 1366 "ENSMUSG00000030801"
"8617" "Katna1" 1472 "ENSMUSG00000019794"
"8618" "Katna1" 1472 "ENSMUSG00000115937"
"8619" "Katnal1" 1457 "ENSMUSG00000041298"
"8620" "Katnal2" 1604 "ENSMUSG00000025420"
"8621" "Katnb1" 1958 "ENSMUSG00000031787"
"8622" "Katnbl1" 891 "ENSMUSG00000027132"
"8623" "Kazald1" 938 "ENSMUSG00000025213"
"8624" "Kazn" 1617 "ENSMUSG00000040606"
"8625" "Kazn" 1617 "ENSMUSG00000115905"
"8626" "Kbtbd11" 1901 "ENSMUSG00000055675"
"8627" "Kbtbd12" 1873 "ENSMUSG00000033182"
"8628" "Kbtbd13" 1376 "ENSMUSG00000054978"
"8629" "Kbtbd2" 1869 "ENSMUSG00000059486"
"8630" "Kbtbd3" 1822 "ENSMUSG00000025893"
"8631" "Kbtbd4" 1601 "ENSMUSG00000005505"
"8632" "Kbtbd4" 1601 "ENSMUSG00000111688"
"8633" "Kbtbd6" 1460 "ENSMUSG00000075502"
"8634" "Kbtbd7" 2072 "ENSMUSG00000043881"
"8635" "Kbtbd8" 1796 "ENSMUSG00000030031"
"8636" "Kcmf1" 1139 "ENSMUSG00000055239"
"8637" "Kcna1" 1487 "ENSMUSG00000047976"
"8638" "Kcna10" 1535 "ENSMUSG00000042861"
"8639" "Kcna2" 1499 "ENSMUSG00000040724"
"8640" "Kcna3" 1586 "ENSMUSG00000047959"
"8641" "Kcna4" 1964 "ENSMUSG00000042604"
"8642" "Kcna5" 1808 "ENSMUSG00000045534"
"8643" "Kcna6" 1589 "ENSMUSG00000038077"
"8644" "Kcna7" 1468 "ENSMUSG00000038201"
"8645" "Kcnab1" 1246 "ENSMUSG00000027827"
"8646" "Kcnab2" 1089 "ENSMUSG00000028931"
"8647" "Kcnab3" 1201 "ENSMUSG00000018470"
"8648" "Kcnb1" 2572 "ENSMUSG00000050556"
"8649" "Kcnb2" 2722 "ENSMUSG00000092083"
"8650" "Kcnc1" 1754 "ENSMUSG00000058975"
"8651" "Kcnc2" 1925 "ENSMUSG00000035681"
"8652" "Kcnc3" 2306 "ENSMUSG00000062785"
"8653" "Kcnc4" 1883 "ENSMUSG00000027895"
"8654" "Kcnd1" 1950 "ENSMUSG00000009731"
"8655" "Kcnd2" 1887 "ENSMUSG00000060882"
"8656" "Kcnd3" 1961 "ENSMUSG00000040896"
"8657" "Kcne1" 389 "ENSMUSG00000039639"
"8658" "Kcne1l" 431 "ENSMUSG00000090122"
"8659" "Kcne2" 371 "ENSMUSG00000039672"
"8660" "Kcne3" 311 "ENSMUSG00000035165"
"8661" "Kcne4" 512 "ENSMUSG00000047330"
"8662" "Kcnf1" 1517 "ENSMUSG00000051726"
"8663" "Kcng1" 1543 "ENSMUSG00000074575"
"8664" "Kcng2" 1441 "ENSMUSG00000059852"
"8665" "Kcng3" 1300 "ENSMUSG00000045053"
"8666" "Kcng4" 1519 "ENSMUSG00000045246"
"8667" "Kcnh1" 2959 "ENSMUSG00000058248"
"8668" "Kcnh2" 3474 "ENSMUSG00000038319"
"8669" "Kcnh3" 3273 "ENSMUSG00000037579"
"8670" "Kcnh4" 3041 "ENSMUSG00000035355"
"8671" "Kcnh5" 2956 "ENSMUSG00000034402"
"8672" "Kcnh6" 2840 "ENSMUSG00000001901"
"8673" "Kcnh7" 3572 "ENSMUSG00000059742"
"8674" "Kcnh8" 3293 "ENSMUSG00000035580"
"8675" "Kcnip1" 675 "ENSMUSG00000053519"
"8676" "Kcnip2" 803 "ENSMUSG00000025221"
"8677" "Kcnip3" 846 "ENSMUSG00000079056"
"8678" "Kcnip4" 744 "ENSMUSG00000029088"
"8679" "Kcnj1" 1177 "ENSMUSG00000041248"
"8680" "Kcnj10" 1139 "ENSMUSG00000044708"
"8681" "Kcnj11" 1172 "ENSMUSG00000096146"
"8682" "Kcnj12" 1588 "ENSMUSG00000042529"
"8683" "Kcnj13" 1081 "ENSMUSG00000079436"
"8684" "Kcnj14" 1303 "ENSMUSG00000058743"
"8685" "Kcnj15" 1207 "ENSMUSG00000062609"
"8686" "Kcnj16" 1259 "ENSMUSG00000051497"
"8687" "Kcnj2" 1286 "ENSMUSG00000041695"
"8688" "Kcnj3" 1503 "ENSMUSG00000026824"
"8689" "Kcnj4" 1337 "ENSMUSG00000044216"
"8690" "Kcnj5" 1258 "ENSMUSG00000032034"
"8691" "Kcnj6" 1275 "ENSMUSG00000043301"
"8692" "Kcnj8" 1273 "ENSMUSG00000030247"
"8693" "Kcnj9" 1180 "ENSMUSG00000038026"
"8694" "Kcnk1" 1008 "ENSMUSG00000033998"
"8695" "Kcnk10" 1601 "ENSMUSG00000033854"
"8696" "Kcnk12" 1291 "ENSMUSG00000050138"
"8697" "Kcnk13" 1216 "ENSMUSG00000045404"
"8698" "Kcnk15" 1030 "ENSMUSG00000035238"
"8699" "Kcnk16" 874 "ENSMUSG00000023387"
"8700" "Kcnk18" 1182 "ENSMUSG00000040901"
"8701" "Kcnk2" 1274 "ENSMUSG00000037624"
"8702" "Kcnk3" 1228 "ENSMUSG00000049265"
"8703" "Kcnk4" 1191 "ENSMUSG00000024957"
"8704" "Kcnk5" 1504 "ENSMUSG00000023243"
"8705" "Kcnk6" 939 "ENSMUSG00000046410"
"8706" "Kcnk7" 1029 "ENSMUSG00000024936"
"8707" "Kcnk9" 1207 "ENSMUSG00000036760"
"8708" "Kcnma1" 3690 "ENSMUSG00000063142"
"8709" "Kcnmb1" 573 "ENSMUSG00000020155"
"8710" "Kcnmb2" 704 "ENSMUSG00000037610"
"8711" "Kcnmb3" 716 "ENSMUSG00000091091"
"8712" "Kcnmb4" 630 "ENSMUSG00000054934"
"8713" "Kcnn1" 1608 "ENSMUSG00000002908"
"8714" "Kcnn1" 1608 "ENSMUSG00000111706"
"8715" "Kcnn2" 1717 "ENSMUSG00000054477"
"8716" "Kcnn3" 2191 "ENSMUSG00000000794"
"8717" "Kcnn4" 1270 "ENSMUSG00000054342"
"8718" "Kcnq1" 1991 "ENSMUSG00000009545"
"8719" "Kcnq2" 2596 "ENSMUSG00000016346"
"8720" "Kcnq3" 2607 "ENSMUSG00000056258"
"8721" "Kcnq4" 2077 "ENSMUSG00000028631"
"8722" "Kcnq5" 2844 "ENSMUSG00000028033"
"8723" "Kcnrg" 793 "ENSMUSG00000046168"
"8724" "Kcns1" 1492 "ENSMUSG00000040164"
"8725" "Kcns2" 1433 "ENSMUSG00000050963"
"8726" "Kcns3" 1475 "ENSMUSG00000043673"
"8727" "Kcnt1" 3685 "ENSMUSG00000058740"
"8728" "Kcnt2" 3380 "ENSMUSG00000052726"
"8729" "Kcnu1" 3339 "ENSMUSG00000031576"
"8730" "Kcnv1" 1509 "ENSMUSG00000022342"
"8731" "Kcnv2" 1687 "ENSMUSG00000047298"
"8732" "Kcp" 4615 "ENSMUSG00000059022"
"8733" "Kctd1" 2581 "ENSMUSG00000036225"
"8734" "Kctd10" 944 "ENSMUSG00000001098"
"8735" "Kctd11" 698 "ENSMUSG00000046731"
"8736" "Kctd12" 983 "ENSMUSG00000098557"
"8737" "Kctd12b" 878 "ENSMUSG00000041633"
"8738" "Kctd13" 984 "ENSMUSG00000030685"
"8739" "Kctd14" 861 "ENSMUSG00000051727"
"8740" "Kctd15" 847 "ENSMUSG00000030499"
"8741" "Kctd16" 1282 "ENSMUSG00000051401"
"8742" "Kctd17" 884 "ENSMUSG00000033287"
"8743" "Kctd18" 1284 "ENSMUSG00000054770"
"8744" "Kctd19" 2836 "ENSMUSG00000051648"
"8745" "Kctd2" 786 "ENSMUSG00000016940"
"8746" "Kctd20" 1253 "ENSMUSG00000005936"
"8747" "Kctd21" 782 "ENSMUSG00000044952"
"8748" "Kctd3" 2430 "ENSMUSG00000026608"
"8749" "Kctd4" 779 "ENSMUSG00000046523"
"8750" "Kctd5" 699 "ENSMUSG00000016946"
"8751" "Kctd6" 712 "ENSMUSG00000021752"
"8752" "Kctd7" 866 "ENSMUSG00000034110"
"8753" "Kctd8" 1429 "ENSMUSG00000037653"
"8754" "Kctd9" 1158 "ENSMUSG00000034327"
"8755" "Kdelr1" 634 "ENSMUSG00000002778"
"8756" "Kdelr2" 634 "ENSMUSG00000079111"
"8757" "Kdelr3" 640 "ENSMUSG00000010830"
"8758" "Kdf1" 1191 "ENSMUSG00000037600"
"8759" "Kdm1a" 2602 "ENSMUSG00000036940"
"8760" "Kdm1b" 2461 "ENSMUSG00000038080"
"8761" "Kdm2a" 3466 "ENSMUSG00000054611"
"8762" "Kdm2b" 3907 "ENSMUSG00000029475"
"8763" "Kdm3a" 3947 "ENSMUSG00000053470"
"8764" "Kdm3b" 5265 "ENSMUSG00000038773"
"8765" "Kdm4a" 3174 "ENSMUSG00000033326"
"8766" "Kdm4b" 3239 "ENSMUSG00000024201"
"8767" "Kdm4c" 3144 "ENSMUSG00000028397"
"8768" "Kdm4d" 1532 "ENSMUSG00000053914"
"8769" "Kdm5a" 5045 "ENSMUSG00000030180"
"8770" "Kdm5b" 4608 "ENSMUSG00000042207"
"8771" "Kdm5c" 4630 "ENSMUSG00000025332"
"8772" "Kdm5d" 4621 "ENSMUSG00000056673"
"8773" "Kdm6a" 4246 "ENSMUSG00000037369"
"8774" "Kdm6b" 4906 "ENSMUSG00000018476"
"8775" "Kdm7a" 2803 "ENSMUSG00000042599"
"8776" "Kdm8" 1238 "ENSMUSG00000030752"
"8777" "Kdr" 4008 "ENSMUSG00000062960"
"8778" "Kdsr" 989 "ENSMUSG00000009905"
"8779" "Keap1" 1870 "ENSMUSG00000003308"
"8780" "Keg1" 883 "ENSMUSG00000024694"
"8781" "Kel" 2124 "ENSMUSG00000029866"
"8782" "Kera" 1054 "ENSMUSG00000019932"
"8783" "Khdc1a" 498 "ENSMUSG00000067750"
"8784" "Khdc1b" 378 "ENSMUSG00000085079"
"8785" "Khdc1c" 498 "ENSMUSG00000041722"
"8786" "Khdc3" 1320 "ENSMUSG00000092622"
"8787" "Khdc4" 1825 "ENSMUSG00000028060"
"8788" "Khdrbs1" 1323 "ENSMUSG00000028790"
"8789" "Khdrbs2" 1041 "ENSMUSG00000026058"
"8790" "Khdrbs3" 1032 "ENSMUSG00000022332"
"8791" "Khk" 1023 "ENSMUSG00000029162"
"8792" "Khnyn" 2009 "ENSMUSG00000047153"
"8793" "Khsrp" 2229 "ENSMUSG00000007670"
"8794" "Kidins220" 5351 "ENSMUSG00000036333"
"8795" "Kif11" 3137 "ENSMUSG00000012443"
"8796" "Kif11" 3137 "ENSMUSG00000111220"
"8797" "Kif12" 1913 "ENSMUSG00000028357"
"8798" "Kif13a" 5212 "ENSMUSG00000021375"
"8799" "Kif13b" 5492 "ENSMUSG00000060012"
"8800" "Kif14" 4996 "ENSMUSG00000041498"
"8801" "Kif15" 4129 "ENSMUSG00000036768"
"8802" "Kif16b" 3945 "ENSMUSG00000038844"
"8803" "Kif17" 3102 "ENSMUSG00000028758"
"8804" "Kif18a" 2645 "ENSMUSG00000027115"
"8805" "Kif18b" 2490 "ENSMUSG00000051378"
"8806" "Kif19a" 2974 "ENSMUSG00000010021"
"8807" "Kif1a" 5050 "ENSMUSG00000014602"
"8808" "Kif1b" 5403 "ENSMUSG00000063077"
"8809" "Kif1c" 3282 "ENSMUSG00000020821"
"8810" "Kif20a" 2646 "ENSMUSG00000003779"
"8811" "Kif20b" 5294 "ENSMUSG00000024795"
"8812" "Kif21a" 4982 "ENSMUSG00000022629"
"8813" "Kif21b" 4840 "ENSMUSG00000041642"
"8814" "Kif22" 1969 "ENSMUSG00000030677"
"8815" "Kif23" 2839 "ENSMUSG00000032254"
"8816" "Kif24" 4059 "ENSMUSG00000028438"
"8817" "Kif26a" 5630 "ENSMUSG00000021294"
"8818" "Kif26b" 6324 "ENSMUSG00000026494"
"8819" "Kif27" 4168 "ENSMUSG00000060176"
"8820" "Kif2a" 2211 "ENSMUSG00000021693"
"8821" "Kif2b" 2006 "ENSMUSG00000046755"
"8822" "Kif2c" 2146 "ENSMUSG00000028678"
"8823" "Kif3a" 2088 "ENSMUSG00000018395"
"8824" "Kif3b" 2236 "ENSMUSG00000027475"
"8825" "Kif3c" 2383 "ENSMUSG00000020668"
"8826" "Kif4" 3666 "ENSMUSG00000034311"
"8827" "Kif5a" 3056 "ENSMUSG00000074657"
"8828" "Kif5b" 2867 "ENSMUSG00000006740"
"8829" "Kif5c" 2846 "ENSMUSG00000026764"
"8830" "Kif6" 2386 "ENSMUSG00000023999"
"8831" "Kif7" 4029 "ENSMUSG00000050382"
"8832" "Kif9" 2413 "ENSMUSG00000032489"
"8833" "Kifap3" 2362 "ENSMUSG00000026585"
"8834" "Kifc1" 2014 "ENSMUSG00000079553"
"8835" "Kifc2" 2361 "ENSMUSG00000004187"
"8836" "Kifc3" 2457 "ENSMUSG00000031788"
"8837" "Kifc5b" 2008 "ENSMUSG00000024301"
"8838" "Kin" 1171 "ENSMUSG00000037262"
"8839" "Kir3dl1" 1221 "ENSMUSG00000031424"
"8840" "Kir3dl2" 1158 "ENSMUSG00000057439"
"8841" "Kirrel" 2355 "ENSMUSG00000041734"
"8842" "Kirrel2" 2088 "ENSMUSG00000036915"
"8843" "Kirrel3" 2318 "ENSMUSG00000032036"
"8844" "Kiss1" 379 "ENSMUSG00000116158"
"8845" "Kiss1" 379 "ENSMUSG00000115958"
"8846" "Kiss1r" 1186 "ENSMUSG00000035773"
"8847" "Kit" 2919 "ENSMUSG00000005672"
"8848" "Kitl" 813 "ENSMUSG00000019966"
"8849" "Kiz" 2074 "ENSMUSG00000074749"
"8850" "Kl" 3040 "ENSMUSG00000058488"
"8851" "Klb" 3127 "ENSMUSG00000029195"
"8852" "Klc1" 1836 "ENSMUSG00000021288"
"8853" "Klc2" 1845 "ENSMUSG00000024862"
"8854" "Klc3" 1515 "ENSMUSG00000040714"
"8855" "Klc4" 1845 "ENSMUSG00000003546"
"8856" "Klf10" 1436 "ENSMUSG00000037465"
"8857" "Klf11" 1505 "ENSMUSG00000020653"
"8858" "Klf12" 1202 "ENSMUSG00000072294"
"8859" "Klf13" 868 "ENSMUSG00000052040"
"8860" "Klf14" 977 "ENSMUSG00000073209"
"8861" "Klf15" 1246 "ENSMUSG00000030087"
"8862" "Klf16" 754 "ENSMUSG00000035397"
"8863" "Klf17" 1023 "ENSMUSG00000048626"
"8864" "Klf2" 1062 "ENSMUSG00000055148"
"8865" "Klf3" 1030 "ENSMUSG00000029178"
"8866" "Klf4" 1447 "ENSMUSG00000003032"
"8867" "Klf5" 1337 "ENSMUSG00000005148"
"8868" "Klf6" 953 "ENSMUSG00000000078"
"8869" "Klf7" 902 "ENSMUSG00000025959"
"8870" "Klf8" 1063 "ENSMUSG00000041649"
"8871" "Klf9" 733 "ENSMUSG00000033863"
"8872" "Klhdc1" 1208 "ENSMUSG00000051890"
"8873" "Klhdc10" 1310 "ENSMUSG00000029775"
"8874" "Klhdc2" 1208 "ENSMUSG00000020978"
"8875" "Klhdc3" 1139 "ENSMUSG00000063576"
"8876" "Klhdc4" 1743 "ENSMUSG00000040263"
"8877" "Klhdc7a" 2321 "ENSMUSG00000078234"
"8878" "Klhdc7b" 3791 "ENSMUSG00000091680"
"8879" "Klhdc8a" 1048 "ENSMUSG00000042115"
"8880" "Klhdc8b" 1060 "ENSMUSG00000032609"
"8881" "Klhdc9" 1049 "ENSMUSG00000045259"
"8882" "Klhl1" 2245 "ENSMUSG00000022076"
"8883" "Klhl10" 1822 "ENSMUSG00000001558"
"8884" "Klhl11" 2128 "ENSMUSG00000048732"
"8885" "Klhl12" 1696 "ENSMUSG00000026455"
"8886" "Klhl13" 1940 "ENSMUSG00000036782"
"8887" "Klhl14" 1885 "ENSMUSG00000042514"
"8888" "Klhl15" 1813 "ENSMUSG00000043929"
"8889" "Klhl17" 1911 "ENSMUSG00000078485"
"8890" "Klhl18" 1730 "ENSMUSG00000054792"
"8891" "Klhl2" 1767 "ENSMUSG00000031605"
"8892" "Klhl20" 1804 "ENSMUSG00000026705"
"8893" "Klhl21" 1790 "ENSMUSG00000073700"
"8894" "Klhl22" 1899 "ENSMUSG00000022750"
"8895" "Klhl23" 1674 "ENSMUSG00000042155"
"8896" "Klhl24" 1797 "ENSMUSG00000062901"
"8897" "Klhl25" 1769 "ENSMUSG00000055652"
"8898" "Klhl26" 1818 "ENSMUSG00000055707"
"8899" "Klhl28" 1712 "ENSMUSG00000020948"
"8900" "Klhl29" 2616 "ENSMUSG00000020627"
"8901" "Klhl3" 1906 "ENSMUSG00000014164"
"8902" "Klhl30" 1739 "ENSMUSG00000026308"
"8903" "Klhl31" 1903 "ENSMUSG00000044938"
"8904" "Klhl32" 1853 "ENSMUSG00000040387"
"8905" "Klhl33" 2378 "ENSMUSG00000090799"
"8906" "Klhl34" 1934 "ENSMUSG00000047485"
"8907" "Klhl35" 1719 "ENSMUSG00000035298"
"8908" "Klhl36" 1838 "ENSMUSG00000031828"
"8909" "Klhl38" 1743 "ENSMUSG00000022357"
"8910" "Klhl38" 1743 "ENSMUSG00000116332"
"8911" "Klhl4" 2143 "ENSMUSG00000025597"
"8912" "Klhl40" 1860 "ENSMUSG00000074001"
"8913" "Klhl41" 1815 "ENSMUSG00000075307"
"8914" "Klhl42" 1479 "ENSMUSG00000040102"
"8915" "Klhl5" 2116 "ENSMUSG00000054920"
"8916" "Klhl6" 1853 "ENSMUSG00000043008"
"8917" "Klhl7" 1750 "ENSMUSG00000028986"
"8918" "Klhl8" 1881 "ENSMUSG00000029312"
"8919" "Klhl9" 1853 "ENSMUSG00000070923"
"8920" "Klk1" 781 "ENSMUSG00000063903"
"8921" "Klk10" 832 "ENSMUSG00000030693"
"8922" "Klk11" 825 "ENSMUSG00000067616"
"8923" "Klk12" 739 "ENSMUSG00000044430"
"8924" "Klk13" 826 "ENSMUSG00000054046"
"8925" "Klk14" 748 "ENSMUSG00000044737"
"8926" "Klk15" 760 "ENSMUSG00000055193"
"8927" "Klk1b1" 781 "ENSMUSG00000063133"
"8928" "Klk1b11" 781 "ENSMUSG00000044485"
"8929" "Klk1b16" 781 "ENSMUSG00000038968"
"8930" "Klk1b21" 781 "ENSMUSG00000066516"
"8931" "Klk1b22" 775 "ENSMUSG00000060177"
"8932" "Klk1b24" 787 "ENSMUSG00000063713"
"8933" "Klk1b26" 781 "ENSMUSG00000053719"
"8934" "Klk1b27" 787 "ENSMUSG00000063177"
"8935" "Klk1b3" 781 "ENSMUSG00000066515"
"8936" "Klk1b4" 766 "ENSMUSG00000066513"
"8937" "Klk1b5" 781 "ENSMUSG00000066512"
"8938" "Klk1b8" 781 "ENSMUSG00000063089"
"8939" "Klk1b9" 781 "ENSMUSG00000059042"
"8940" "Klk4" 763 "ENSMUSG00000006948"
"8941" "Klk5" 877 "ENSMUSG00000074155"
"8942" "Klk6" 757 "ENSMUSG00000050063"
"8943" "Klk7" 745 "ENSMUSG00000030713"
"8944" "Klk8" 778 "ENSMUSG00000064023"
"8945" "Klk9" 751 "ENSMUSG00000047884"
"8946" "Klkb1" 1903 "ENSMUSG00000109764"
"8947" "Klra1" 783 "ENSMUSG00000079853"
"8948" "Klra10" 795 "ENSMUSG00000072718"
"8949" "Klra17" 816 "ENSMUSG00000014543"
"8950" "Klra2" 958 "ENSMUSG00000030187"
"8951" "Klra3" 795 "ENSMUSG00000067591"
"8952" "Klra4" 786 "ENSMUSG00000079852"
"8953" "Klra5" 795 "ENSMUSG00000030173"
"8954" "Klra6" 795 "ENSMUSG00000061769"
"8955" "Klra7" 836 "ENSMUSG00000067599"
"8956" "Klra8" 795 "ENSMUSG00000089727"
"8957" "Klra9" 795 "ENSMUSG00000033024"
"8958" "Klrb1" 639 "ENSMUSG00000079299"
"8959" "Klrb1a" 696 "ENSMUSG00000030361"
"8960" "Klrb1b" 666 "ENSMUSG00000079298"
"8961" "Klrb1c" 810 "ENSMUSG00000030325"
"8962" "Klrb1f" 648 "ENSMUSG00000030154"
"8963" "Klrc1" 729 "ENSMUSG00000030167"
"8964" "Klrc2" 711 "ENSMUSG00000052736"
"8965" "Klrc3" 661 "ENSMUSG00000033027"
"8966" "Klrd1" 534 "ENSMUSG00000030165"
"8967" "Klre1" 675 "ENSMUSG00000050241"
